nombre,edad,observaciones,historial_medico,fotos,tipo_animal_Ave,tipo_animal_Gato,tipo_animal_Perro,tipo_animal_Roedor,raza_Bengalí,raza_Bulldog,raza_Cacatúa,raza_Canario,raza_Cobaya,raza_Conejo,raza_Golden Retriever,raza_Hámster,raza_Jerbo,raza_Labrador,raza_Loro Gris Africano,raza_Maine Coon,raza_Pastor Alemán,raza_Periquito,raza_Persa,raza_Pinzón,raza_Poodle,raza_Ragdoll,raza_Rata,raza_Siamés,tamanio_Grande,tamanio_Mediano,tamanio_Pequeño,temperamento_Activo,temperamento_Nervioso,temperamento_Sociable,temperamento_Tranquilo,tipo_alimentacion_Húmedo,tipo_alimentacion_Mixto,tipo_alimentacion_Seco,ubicacion_Amate,ubicacion_Bami,ubicacion_Bellavista-La Palmera,ubicacion_Centro,ubicacion_Cerro-Amate,ubicacion_El Plantinar,ubicacion_Este-Alcosa-Torreblanca,ubicacion_Huerta del Rey,ubicacion_La Cartuja,ubicacion_Los Remedios,ubicacion_Macarena,ubicacion_Nervión,ubicacion_Padre Pío-Palmete,ubicacion_Pino Montano,ubicacion_Polígono San Pablo,ubicacion_San Jerónimo,ubicacion_San Pablo-Santa Justa,ubicacion_Sur,ubicacion_Triana,necesidades_especiales_False,necesidades_especiales_True,nivel_actividad_Bajo,nivel_actividad_Medio,nivel_actividad_Alto,socializacion_No sociable,socializacion_Sociable con otros animales,socializacion_Sociable con personas
Moisés,8.0,Inventore mollitia sed ut.,Quod sint maiores.,https://dummyimage.com/757x710,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Victorino,9.0,Aut vero necessitatibus atque.,Reiciendis natus eos suscipit ab sequi.,https://placekitten.com/639/909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Úrsula,1.0,Doloribus dolor animi cumque.,Molestias id ad esse ipsa.,https://picsum.photos/974/227,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Enrique,14.0,Quae sed voluptas eveniet odit qui similique minima.,Sint officia facilis nemo explicabo accusamus.,https://placekitten.com/82/741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
Ciriaco,14.0,Voluptas error assumenda repellendus.,Facilis officia vel quae ipsa adipisci.,https://picsum.photos/717/936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Otilia,12.0,Iusto voluptatem officiis ea.,Corrupti illum perferendis laborum.,https://picsum.photos/370/199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
David,14.0,Facere illum ipsam non quos occaecati porro.,Possimus omnis deserunt reiciendis quisquam alias asperiores.,https://dummyimage.com/387x938,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Milagros,1.8,Iure earum soluta doloribus.,Esse cum ipsam saepe illum voluptatibus.,https://picsum.photos/837/886,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Jerónimo,17.0,Odio nihil cupiditate ab ex soluta ad laborum.,Eaque sint explicabo illo excepturi aliquid.,https://placekitten.com/32/240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Ascensión,7.0,Dolorem harum velit explicabo.,Modi libero at dolores.,https://placekitten.com/636/555,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Erasmo,1.6,Voluptates aut laboriosam debitis amet culpa ducimus expedita.,Non velit ipsa.,https://dummyimage.com/855x1011,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Luisa,5.0,Suscipit et quo tenetur iusto sunt optio.,Nulla tempore odio laboriosam aut ipsum.,https://dummyimage.com/14x899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Luz,11.0,Libero dicta pariatur doloremque occaecati praesentium animi ab.,Repellendus laudantium repudiandae ducimus adipisci.,https://dummyimage.com/661x159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
Dora,14.0,Itaque eius rem laudantium accusantium.,Quis sunt nam mollitia.,https://dummyimage.com/682x881,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Juan José,3.0,Repellendus ea consequuntur harum tempore unde voluptate.,Accusantium omnis vitae dolore dolorem nulla possimus.,https://picsum.photos/576/239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Ruperto,16.0,Provident iusto occaecati quia.,Explicabo voluptas soluta eligendi est error.,https://picsum.photos/344/726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
África,1.3,Odio provident repudiandae repudiandae.,Beatae omnis eligendi.,https://dummyimage.com/685x16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Perla,11.0,Doloremque nostrum praesentium deleniti aliquid ipsum.,Necessitatibus asperiores dolore corrupti.,https://picsum.photos/884/913,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Nieves,1.3,Atque distinctio qui.,Non commodi voluptas nemo laborum.,https://placekitten.com/630/440,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Mar,14.0,Quaerat tenetur omnis eos.,Laudantium voluptates laboriosam veniam quo ex.,https://dummyimage.com/843x34,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
Elpidio,2.0,Temporibus consectetur sequi quidem sequi.,Nemo veritatis culpa mollitia quia porro vitae numquam.,https://dummyimage.com/567x189,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Sabas,3.0,Reiciendis est pariatur.,Magnam quasi sequi rerum tempore unde quasi cum.,https://picsum.photos/823/961,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Mariano,0.5,Culpa tempora doloremque corrupti.,Quae dolorum illo architecto.,https://dummyimage.com/62x259,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Fabián,0.9,Illum voluptate odit.,Sint ea eius pariatur minima ipsam.,https://picsum.photos/737/222,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
Vicenta,7.0,Atque veniam nostrum quae.,Iste consectetur voluptate soluta veritatis a.,https://placekitten.com/608/921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Palmira,3.0,Eius et porro rerum aut.,Ea dolor nemo eligendi possimus blanditiis iure.,https://placekitten.com/461/821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Anabel,0.8,Accusantium molestiae unde fugiat laboriosam nulla.,Aperiam nisi praesentium similique ipsa quod.,https://placekitten.com/894/333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
Jose,2.0,Ratione dicta necessitatibus quisquam alias nobis voluptate odio.,Inventore qui molestiae expedita soluta reprehenderit facilis.,https://picsum.photos/323/434,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
Severino,4.0,Veritatis officiis cum iste.,Voluptatum repellendus sunt sapiente.,https://picsum.photos/899/579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Irma,1.3,Similique nostrum est vitae hic natus.,Enim reiciendis accusamus dicta pariatur.,https://placekitten.com/186/964,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
Guadalupe,8.0,A culpa eius quia iusto quisquam.,Asperiores atque esse laborum.,https://placekitten.com/910/59,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Dorotea,12.0,Nulla voluptatum possimus.,Sint quidem id doloribus quas.,https://picsum.photos/968/722,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Jesusa,1.3,Unde aliquam dolor illum.,Corporis esse quidem blanditiis.,https://picsum.photos/218/857,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Bartolomé,1.0,Quia aperiam eos nemo optio nesciunt magnam.,Dolores rerum hic asperiores.,https://picsum.photos/63/957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Hector,1.1,Cumque earum eaque asperiores.,Incidunt alias ipsam cum illum aperiam esse.,https://placekitten.com/247/591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Diego,0.1,Aspernatur aliquam aut unde consequuntur consectetur eum.,Quidem hic saepe ex tempora blanditiis.,https://dummyimage.com/302x127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Quique,19.0,Aperiam quam eius voluptatem.,Rerum amet nesciunt sapiente ab sapiente qui.,https://placekitten.com/259/145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Eusebio,11.0,Assumenda voluptate repudiandae rerum.,Natus minus eos consequuntur blanditiis ut.,https://placekitten.com/873/242,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Marita,1.5,Nesciunt commodi eum laboriosam officia excepturi.,Repellat aut accusamus rerum aperiam officia.,https://picsum.photos/946/575,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Berto,2.0,Autem ducimus illo tempore blanditiis aliquid.,Qui ut sapiente dicta.,https://picsum.photos/42/256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
Juan,15.0,Eligendi laboriosam explicabo molestiae neque.,Inventore at quisquam minus ab cumque.,https://placekitten.com/470/348,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
María Belén,10.0,Culpa doloremque incidunt excepturi perspiciatis omnis.,Adipisci expedita cupiditate consectetur.,https://dummyimage.com/156x922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Fabián,5.0,Qui molestias quibusdam quidem hic repellendus iste.,Debitis beatae eos iusto quibusdam ipsa.,https://picsum.photos/595/76,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
Joaquín,16.0,Doloremque officiis hic.,Praesentium recusandae voluptate delectus.,https://placekitten.com/658/262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Abraham,12.0,Itaque similique voluptatibus deserunt esse.,Consequuntur nulla iure provident sed fuga.,https://dummyimage.com/933x441,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
Saturnino,3.0,Optio totam eum laudantium error in libero.,Laborum libero odit fugiat itaque quas harum totam.,https://dummyimage.com/825x560,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
Poncio,0.30000000000000004,Voluptas placeat mollitia provident asperiores assumenda expedita.,Ipsa dicta voluptas commodi.,https://dummyimage.com/727x305,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Estefanía,7.0,Nobis natus unde pariatur harum.,Asperiores porro dolore magni expedita ex.,https://picsum.photos/537/980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Emilio,13.0,Accusamus veritatis iusto est dolores quaerat vel eveniet.,Facere ea exercitationem iste qui.,https://dummyimage.com/928x717,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Otilia,7.0,Impedit corporis culpa quasi.,Nihil fugiat nisi asperiores maiores blanditiis dignissimos.,https://dummyimage.com/945x64,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
Bernardino,12.0,Sequi doloribus necessitatibus ullam reprehenderit maxime.,Sint amet veritatis omnis.,https://picsum.photos/892/466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Lina,0.30000000000000004,Nemo neque saepe earum eligendi perferendis a minus.,Id asperiores ratione ex enim.,https://placekitten.com/568/555,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Mónica,2.0,Sunt quae modi iste.,Quas porro autem harum.,https://dummyimage.com/240x390,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
Vicenta,1.0,Magni repellat exercitationem asperiores architecto distinctio at.,Fugiat sit error molestiae eveniet amet occaecati.,https://placekitten.com/372/198,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
Anabel,15.0,Inventore animi praesentium omnis.,Corrupti officiis illo ex deserunt quasi perferendis dolorem.,https://placekitten.com/754/412,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
María Cristina,14.0,Quidem vitae in animi expedita cupiditate recusandae.,Sunt rem doloremque suscipit facilis.,https://dummyimage.com/670x330,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Conrado,1.0,Voluptatem incidunt neque.,Voluptas quod necessitatibus doloremque.,https://placekitten.com/693/857,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
Eusebio,2.0,Odio dolores sunt aspernatur sequi.,Cumque nihil earum perspiciatis.,https://dummyimage.com/470x778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Julio,12.0,Amet voluptatibus quas fugiat itaque rerum voluptatibus dolorum.,Velit labore laudantium saepe ipsam animi.,https://dummyimage.com/826x942,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Tere,8.0,Voluptate deserunt blanditiis nemo quasi.,Repellat molestias excepturi tempore quae illo sequi.,https://dummyimage.com/518x1022,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Luciano,1.0,Nulla aspernatur nam consectetur.,Veniam eveniet id eos quaerat asperiores laudantium occaecati.,https://placekitten.com/568/751,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Ambrosio,1.3,Possimus eveniet fugit recusandae quisquam tempora ipsam.,Voluptatem laboriosam deserunt veritatis nesciunt incidunt facere.,https://picsum.photos/234/679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
Renata,2.0,Temporibus quia adipisci.,Necessitatibus sit minus a.,https://picsum.photos/212/811,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Elvira,0.9,Sequi optio culpa cum fuga occaecati.,Possimus vel neque excepturi.,https://placekitten.com/106/1011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Rosaura,1.2,Placeat ab distinctio iure.,Unde nisi laborum ad minima.,https://placekitten.com/810/343,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Martín,7.0,Aut a adipisci aliquam aspernatur.,Ex ad doloremque eum.,https://placekitten.com/423/746,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Cruz,8.0,Ratione asperiores iste sint deserunt deleniti.,Sed laboriosam ad magni eius.,https://picsum.photos/947/807,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Conrado,7.0,Consequatur doloremque tenetur atque nulla nam.,Ea cum harum quasi ab dolore sit excepturi.,https://dummyimage.com/56x454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
Cecilia,5.0,Molestias at harum quia.,Distinctio ipsum pariatur veniam recusandae.,https://picsum.photos/733/986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Conrado,10.0,Minus aliquid nihil voluptatum.,Adipisci dolor odio ipsam minima dolor labore.,https://placekitten.com/295/663,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Estrella,13.0,Corrupti eveniet iste perspiciatis voluptatem placeat laboriosam.,Dolorum illum quibusdam omnis iure.,https://placekitten.com/791/587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Erasmo,1.6,Eligendi similique vel.,Eius expedita aliquid explicabo iste distinctio deserunt.,https://dummyimage.com/761x314,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
